Created At,Text,Geo Coordinates.latitude,Geo Coordinates.longitude,User Location,Username,User Screen Name,Retweet Count,label,Observação,Id
Sun Jan 08 23:30:13 +0000 2017,EUA e UE condenam ataque com caminhão que matou quatro pessoas em Jerusalém - Estado de Minas… https://t.co/ulrcC4xZ5D,,,Brasil,News JS Brasil,newsjsbr,0,Neutro,,1116
Thu Jan 26 18:51:24 +0000 2017,Governo de MG prevê aterro e estações de lixo para o Centro-Oeste https://t.co/L8UjuOpgwy #TimBeta,,,,Iuri Pohl #TimBeta,iuripohl,0,Positivo,,5043
Sun Jan 29 19:26:46 +0000 2017,RT @GloboRural: Agricultores são vacinados contra a febre amarela no ES e em MG: https://t.co/1IRXaZmD0e #GloboRural https://t.co/cnpki4kh2Q,,,,Srta Braga �,dannymbraga,4,Positivo,,5791
Tue Jan 10 11:00:14 +0000 2017,Surto de febre amarela provoca corrida por vacinas no interior de Minas - Estado de Minas https://t.co/jd4Ih1V4BS https://t.co/7R2KUy8WsJ,,,Brasil,A Informação,AInformacao,0,Neutro,,4811
Thu Jan 05 21:02:28 +0000 2017,Semanário francês Charlie Hebdo resiste dois anos após atentado – Estado de Minas: UOL… https://t.co/rHnDj7I1Y3,,,"Rio de Janeiro, RJ",Renato Amorim,renato71amorim,0,Neutro,,4755
Fri Feb 10 19:35:48 +0000 2017,RT @otempo: Governo de Minas e Iveco entregam 401 ônibus para escolar a municípios https://t.co/epymFxIKlA https://t.co/VCAZ2BoXeE,,,Belo Horizonte,Elias Almeida,Elias_CEC,5,Positivo,,5248
Wed Jan 04 20:50:36 +0000 2017,"RT @MulherTamarindo: pessoas de Minas
larguem o pão de queijo e vão impichar o governador pelo amor de deus",,,"Belo Horizonte, Brasil",Antônio de Andrade,gutodeandrade,16,Negativo,,3830
Thu Jan 05 21:12:26 +0000 2017,"Notícias ao Minuto - Governo de MG gasta R$ 50,8 milhões com helicópteros https://t.co/T8p3BQpFPC",,,"Santos, São Paulo",Broker,habenelbroker,0,Negativo,,1862
Wed Jan 04 23:35:47 +0000 2017,Ainda tem gente que diz desconhecer o que é o Petralhismo! Pobre estado de Minas! Nao merece isso! https://t.co/HQDylpjQHZ,,,Brazil,Rogerio Lima,rogeriolima1976,0,Negativo,,376
Fri Jan 06 02:12:08 +0000 2017,"RT @Ary_AntiPT: ESCARNIO IV
COM 3 FILHO'S FERNANDO PIMENTEL É A CALAMIDADE

Governo de Minas Gerais compra mais dois helicópteros

https://…",,,"Rio de Janeiro, Brasil",Maria amalia mas,Mariaamaliamas,24,Negativo,,2654
Thu Jan 05 21:05:20 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,MACEIÓ-AL,CWC,cwcmcz,35,Negativo,,3451
Wed Jan 04 20:41:09 +0000 2017,"RT @Angelic47392270: Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/pMGuoOpOJO by #VEJA via @c0nvey",,,Brasil,Ary ANTI PT,Ary_AntiPT,3,Negativo,,2566
Sun Jan 08 09:25:37 +0000 2017,"I'm at Big Mais in Governador Valadares, Minas Gerais w/ @tue_nunes07 @estilo2d @newrandley @andreacorreia9 https://t.co/o7xwULs3Qm",,,"Belo Horizonte, Brasil",Gleice #MAFIA#SDV,sytambalejy,1,Neutro,,1380
Sat Jan 07 05:00:06 +0000 2017,Peritos do Amazonas prometem parar IML por tempo indeterminado - Estado de Minas https://t.co/kF1KwltqTz,,,,Lenilda Miranda,nilda_ap,0,Neutro,,1969
Mon Feb 13 10:23:36 +0000 2017,Iveco faz entrega de 628 ônibus escolares ao Governo de Minas. https://t.co/oFGkJmC3S7 https://t.co/UhuiJMipoz,,,Belo Horizonte,Midia Truck Brasil,raffaelpimenta,0,Positivo,,5207
Thu Jan 26 14:21:23 +0000 2017,Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/bUIUbVfScz,,,"Tijucas, Santa Catarina",Jornal Tijucas,jornaltijucas,0,Positivo,,5742
Sun Jan 08 14:54:16 +0000 2017,"Governo pagou R$ 2,4 bilhões a empreiteiras alvos da Lava-Jato - Estado de Minas https://t.co/hU75PTG2A8 https://t.co/PPFwuDORe9",,,Brasil,A Informação,AInformacao,0,Neutro,,1281
Mon Jan 09 15:21:48 +0000 2017,Dois são detidos ao tentar jogar celulares e drogas em presídio de MG  https://t.co/9bmCGhZKIz,,,,Daniel Araujo #beta,danaraujjobeta,0,Positivo,,6270
Mon Jan 09 23:50:14 +0000 2017,Corte que puse eso en el estado de wanda y le daban mg los pibes�,,,Alentando a River Plate❤,M E L L Y,micaela_8787,0,Neutro,,722
Thu Jan 05 17:44:36 +0000 2017,A partir do mês que o governo de Minas de saber como está sendo assim  #TeamBTS,,,,Hysele,HyslTR,0,Neutro,,337
Thu Jan 05 11:07:45 +0000 2017,Temer convoca reunião para tratar do massacre de Manaus – Estado de Minas: Estado de Minas… https://t.co/m9nnzL1SPl,,,"Rio de Janeiro, RJ",Renato Amorim,renato71amorim,0,Neutro,,4834
Thu Jan 05 23:24:02 +0000 2017,"Diante disto so resta aos mineiros que o elegeram, aplaudir tal conduta.
Que suas viagens aereas sejam abreviadas... https://t.co/dAMHJndnzw",,,JUIZ DE FORA - MG,JOAO FONSECA,JOAOFONSECA4,0,Neutro,,824
Thu Jan 05 06:29:16 +0000 2017,Estado de Minas. Surto de malária em Diamantina https://t.co/Ezi7k00c1a,,,Olinda-PE,Edvaldo Morais,edvaldomoraispe,1,Neutro,,1101
Sat Jan 07 22:26:25 +0000 2017,"RT @OGloboPolitica: Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/Pls2dpH7j4 https://t.co/7u5I9Kqa1F",,,,Lúcio Flávio Paiva,lucio_paiva,43,Positivo,,6750
Sun Jan 08 12:25:23 +0000 2017,RT @tovaga: Crime organizado é disputado por 27 facções no País - Nacional - Estado de Minas https://t.co/XaOFh9qlhZ,,,,artominio silva de o,artominio,4,Neutro,,4307
Thu Jan 05 22:13:40 +0000 2017,RT marlidzdz59: Eduardo Cunha pede ao STF a anulação da cassação na Câmara - Politica - Estado de Minas https://t.co/2YMKxUbjEK,,,Tucanisbosta,#MarchaDosPatinhos,CarnaCoxinha,0,Neutro,,4722
Wed Jan 04 20:36:04 +0000 2017,"RT @Silvio_MKT: Fernando Pimentel PISA e COSPE em cima dos mineiros, é impressionante a cara de pau desse sujeito.https://t.co/MSqSlDMRAr",,,BRASIL,ROZANA SARTORI,ROZANASARTORI,69,Negativo,,4238
Mon Jan 23 13:23:13 +0000 2017,Presídio em MG adota novo modelo e consegue recuperar 60% dos presos: https://t.co/01a3eWKi4Z,,,"Fortaleza, Brasil",Paulo César Sena,paulosena,0,Positivo,,7155
Mon Jan 09 12:39:35 +0000 2017,"I'm at MODA 10 in Governador valadares, Minas gerais https://t.co/CrrjN8WryX",-41.97053846,-18.87795773,Governador Valadares,Miriam Gonçalves,MiMimidias1,0,Neutro,,1452
Thu Jan 05 10:37:27 +0000 2017,"RT @ajax0ba: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/rLJoFV9OxF",,,,José Luiz Gonçalez,jlgoncalez,4,Negativo,,2247
Wed Jan 04 20:38:32 +0000 2017,"RT @tradersclubbr: Em calamidade financeira, MG compra dois helicópteros https://t.co/QVcG3lYO34",,,Brasil,Ary ANTI PT,Ary_AntiPT,10,Negativo,,4314
Wed Jan 04 20:07:59 +0000 2017,"RT @prosapolitica: Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros https://t.co/JKKYSX8Fgg https://t.co/lhcjG…",,,,Shastar Derek,Shastar20,57,Negativo,,4022
Tue Jan 03 04:31:43 +0000 2017,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/BPoPpRWhka,,,Montes Claros - MG,Marlan,MarlanAlves,0,Positivo,,5401
Mon Jan 09 22:05:19 +0000 2017,"RT @Username_locked: Le gustaras a mas personas por como te ves, que por como piensas, por eso una publicación de Instagram tiene mas mg qu…",,,En tu cora,Cinderella.,saysabelle,5,Neutro,,4532
Sat Jan 07 11:23:13 +0000 2017,Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/wT9XRJdJum #OperaçãoBetaLab https://t.co/ZLl00aR2b4,,,,Kelly,KellyKaroll,0,Positivo,,5371
Thu Jan 05 11:53:26 +0000 2017,"RT @edmilsonpapo10: Após decretar falência do Estado de Minas, Pimentel tá comprando mais 2 helicópteros...
Teremos mtos feriados em 2017..…",,,"Surfers Paradise, Gold Coast",Giovanne,gstto,157,Negativo,,3080
Wed Jan 04 20:02:35 +0000 2017,"RT @N_Carvalheira: ALÔ, MINEIROS, VAI FICAR POR ISSO MESMO?

Em calamidade financeira, governo de MG compra dois helicópteros 

https://t.c…",,,Campinas/SP,Alessandra Oliveira,AleSuniga,34,Negativo,,3836
Wed Jan 04 18:23:58 +0000 2017,"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…",,,"Belo Horizonte, Minas Gerais",Leonardo Godinho,LeozitoCabrito,444,Negativo,,2417
Wed Jan 04 18:14:03 +0000 2017,"RT @Ary_AntiPT: Bolsa Ressaca terá reforço
PIMENTEL UBER

Governo de Minas Gerais compra mais dois helicópteros 

https://t.co/iQ7WFWCCXi
@…",,,Anticomunismo / Antisocialismo,100% BRASIL.,thornado95,8,Negativo,,2651
Mon Jan 09 21:12:45 +0000 2017,"Alckmin recusou intimação sobre suspensão de reajuste nas tarifas, diz oficial - Estado de Minas… https://t.co/bcCfVRDvjo",,,Brasil,A Informação,AInformacao,0,Neutro,,380
Fri Feb 03 08:52:14 +0000 2017,#timbeta #globo Suspeitos de envolvimento com tráfico de drogas são detidos em Belo Horizonte https://t.co/8mp0nNQ3ve #OperacaoBetaLab #Si…,,,,Hugo TIMBETA,Hugotim1,0,Positivo,,7414
Fri Jan 06 01:01:27 +0000 2017,"A punto he estado de soltar un mg al stalkear, tranquilidad chicos estoy bien, ya ha pasado",,,Madrid ,Treceddy,TreceDiamantes,0,Neutro,,341
Thu Jan 05 21:40:24 +0000 2017,#timbeta #globo Prefeito de Aimorés decreta estado de emergência administrativa https://t.co/0Z7GX9GBPM #OperacaoBetaLab #Sigodevolta,,,,Hugo TIMBETA,Hugotim1,1,Negativo,,121
Wed Jan 04 18:45:30 +0000 2017,"RT @exame: Em calamidade financeira, governo de MG compra mais helicópteros > https://t.co/6uyDUO3WTT https://t.co/kEKVqvu0wT",,,Belo Horizonte / MG,Marcus Paulo Fagunde,FagundeMarcus,38,Negativo,,3251
Thu Jan 05 02:49:48 +0000 2017,"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…",,,Brazil,Sandra Torrano,Sleig,444,Negativo,,2314
Mon Jan 09 10:22:26 +0000 2017,"Já pensou em usar energia no tanque de leite . Nós vamos de surpreender.
Atendemos todo estado de Minas Gerais... https://t.co/1WvxNiZ2iS",,,"Pará de Minas, MG - Brasil",Gestão do Sol,gestaodosol,0,Neutro,,1524
Wed Jan 04 18:45:05 +0000 2017,"Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/kHLS7KhmBc by #FAXINANOPODER_ via @c0nvey",,,,irenoca 2010,irenoca2010,0,Negativo,,987
Fri Jan 06 23:36:34 +0000 2017,O simbolismo no uso do helicóptero oficial pelo governador de MG https://t.co/8bE5tWsnvz https://t.co/rLX5FsgUaG,,,"Fortaleza, CE",João Pedro Fernandes,JPFernandes17,0,Negativo,,1909
Sun Jan 08 15:40:16 +0000 2017,Quisiera ser de esas minas que tienen el re estado físico � pero veo comida y la cama y se me pasa �,,,"Intendente Alvear, La Pampa",��KARLA��,KarVidela1,0,Neutro,,2153
Sat Jan 07 12:52:05 +0000 2017,Ursos-polares são ameaçados por poluentes químicos - Estado de Minas https://t.co/nOzhhfV08E,,,Rio de Janeiro,Medallo Sistemas,MedalloSistemas,0,Neutro,,4934
Fri Jan 06 01:58:39 +0000 2017,"@Bella_DiGenaro y patea con las 2 patas, además el wueon es zurdos, con todas las minas buenas q a estado, se le va el gusto atrás?",,,Rancagua ,Juan Serrano Vargas,juanhserran,0,Neutro,,146
Wed Jan 04 19:15:43 +0000 2017,"RT @exame: Em calamidade financeira, governo de MG compra mais helicópteros > https://t.co/6uyDUO3WTT https://t.co/kEKVqvu0wT",,,,DaniAF,DanielaAF,38,Negativo,,3262
Wed Feb 01 19:15:15 +0000 2017,Quatro homens são presos por tráfico de drogas em Janaúba https://t.co/JSCSSuoPc6 https://t.co/kQDkbzkFM9,,,,SIlvio Taffner,dalzagrama,0,Positivo,,7562
Fri Jan 06 13:12:17 +0000 2017,"Pelo menos 33 morrem em presídio de Roraima, diz governo do estado - Nacional - Estado de Minas https://t.co/mcPsKeFnK5",,,,Bob Fields,Albert_Adomeit,0,Neutro,,1967
Mon Jan 09 23:15:27 +0000 2017,Governo investiga aumento de casos de febre amarela em MG e alerta OMS https://t.co/VDLqU99yYu https://t.co/1wvved0spp,,,Vitória - ES,Tribuna Online,TribunaOnlineES,0,Neutro,,1275
Sat Jan 07 20:51:45 +0000 2017,"RT @OGloboPolitica: Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/Pls2dpH7j4 https://t.co/7u5I9Kqa1F",,,Barretos,Rosi Brito Sia,rosisia,43,Positivo,,6736
Wed Jan 04 18:15:11 +0000 2017,"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…",,,,eduardo rampon,Eduardo_rampon,444,Negativo,,2411
Mon Jan 09 23:08:15 +0000 2017,Polícia apreende armas e drogas em uma casa em Montes Claros https://t.co/SbQwIWysDT #SomosTodosDilma #Raynniere #BuyRaynniereOnItunes,,,,Raynniere Makepeace,itsRaynniere,0,Positivo,,6502
Wed Jan 04 21:03:36 +0000 2017,"RT @Estadao: Em calamidade financeira, MG compra dois helicópteros https://t.co/VzvU4VQumR https://t.co/iXi3fGq5L7",,,,José Trindade,jozecatrindade,245,Negativo,,3187
Mon Jan 23 02:53:05 +0000 2017,"RT @OGloboPolitica: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos.
https://t.co/82tyxIrCW9 https://t.co/1imuf9X85A",,,,Douglas Ribeiro,politica1988,36,Positivo,,7313
Mon Jan 02 19:44:49 +0000 2017,"Amanhã, dia 03/01, às 14h00, no Auditório da Escola Municipal Dr. Lund, a Secretaria Municipal de Saúde de Lagoa... https://t.co/3oYDsHjVaP",,,"Brasil,Minas Gerais","Lagoa Santa,MG",Lagoa_Santa_MG,0,Positivo,,5299
Tue Jan 24 10:30:04 +0000 2017,RT @pmmg190: @PMMG190 - Visita é presa com drogas dentro da penitenciária https://t.co/YCegcQwKWo,,,,José Vitarelli Jr.,juniorvitarelli,1,Positivo,,7349
Wed Jan 04 11:15:31 +0000 2017,@PMMG190 - CORONEL FABRICIANO  PM apreende suspeitos de roubo https://t.co/cJ2AI934Df,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,6117
Fri Jan 06 10:53:21 +0000 2017,Jovem é preso suspeito de violência doméstica e cárcere em Uberlândia  https://t.co/cTKZhEeMqm,,,,Daniel Araujo #beta,danaraujjobeta,0,Positivo,,6373
Wed Jan 04 22:02:50 +0000 2017,"RT @PandaRcds: O PT SÓ CONHECE A VIDA DE MARAJÁ,MESMO O ESTADO DE MINAS GERAIS  ESTAR QUEBRADO!!! https://t.co/9khsHsdWx5",,,Brasil - São Paulo,Déborah França,dlivia,45,Negativo,,3971
Wed Jan 04 21:42:13 +0000 2017,"Mas tem $ p passear de helicóptero c a família
BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/OL7TvIlHF7",,,São Simão SP,SOS SAO SIMAO,anjosdocruz,0,Neutro,,1635
Thu Jan 05 02:37:45 +0000 2017,"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…",,,"Belo Horizonte, Brasil",Breno Castilho Xavie,BrenoCXavier,444,Negativo,,2312
Tue Jan 03 20:32:28 +0000 2017,Prisão por Tráfico de Drogas em Carmo da Mata/MG: https://t.co/GSDZy7Rokq via @YouTube,,,Itapecerica-MG,DESTAKNEWS BRASIL,DestakNews,0,Positivo,,6562
Thu Jan 05 18:15:02 +0000 2017,"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…",,,"Ibirité, Minas Gerais",Enesio Belotti,EnesioBelotti,444,Negativo,,2388
Sat Jan 28 14:13:35 +0000 2017,"Em Montes Claros, mutirão realiza vacinação contra a febre amarela  https://t.co/IiDqcfXvGx",,,,Michele #beta #sdv,michelexmbeta,0,Positivo,,5615
Thu Feb 09 11:48:07 +0000 2017,"Trio é preso suspeito de roubo, tráfico e abuso sexual em Uberlândia https://t.co/XBG0F2KCP2",,,,Ana Lúcia,lapiseirapentel,0,Positivo,,8195
Wed Jan 04 23:50:40 +0000 2017,"@thneves10 Seja bem vindo ao maior Clube de futebol do Estado de Minas Gerais. Sucesso !
���",,,"Blumenau, Brasil",Eduardo Henrique,Duzinho010,0,Neutro,,289
Thu Jan 26 18:06:01 +0000 2017,RT @cleuberdacunha: RJ faz bloqueio contra febre amarela na divisa com MG https://t.co/z0zK56SKeO https://t.co/qCWHaOSf5L,,,,georgefilho #timbeta,georgeffilho,4,Positivo,,5777
Fri Jan 06 18:16:27 +0000 2017,to em minas gerais ainda meu deus esse estado não acaba,,,SP,vitrola,vitoriaisdead,0,Neutro,,4854
Tue Jan 10 11:02:22 +0000 2017,"RT @TransitoSampaSP: Estado de atenção para escorregamento nas subprefeituras: BT, CL, JA, PR, PJ e MG. (Def. Civil) #spagora (@saopaulo_ag…",,,Nárnia,Maria Um Nome Lindo,MementoMoriXF,1,Neutro,,4323
Thu Jan 05 13:04:58 +0000 2017,"RT @JBarbosa2014: A FÓRMULA DO FRACASSO:
O governo PETISTA de FERNANDO PIMENTEL já está entre os PIORES da história do Estado de Minas Gera…",,,Coromandel / Uberlândia- MG,Marina Machado,marinamachados,29,Negativo,,3548
Mon Jan 09 01:07:58 +0000 2017,"RT @vando_correia: Os nomes e valores da Lista de Furnas ...GOVERNADOR-MG Aécio Neves PSDB-MG 5.500.000,00... https://t.co/Ly6gfVkCkF https…",,,Uberlândia-MG ,Késia Pontes,Kesia_Pontes,72,Negativo,,4540
Thu Jan 05 16:31:59 +0000 2017,"RT @prosapolitica: Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros https://t.co/JKKYSX8Fgg https://t.co/lhcjG…",,,Rio de janeiro,Marcos Oliveira,MarcosA51741778,57,Negativo,,4012
Sun Jan 08 13:09:51 +0000 2017,"Homem é preso após transportar drogas em ônibus de turismo, em MG https://t.co/nkknvlopvj https://t.co/ztjPVMmX6e",,,Belo Horizonte - Minas Gerais,Wellington Rocha,Televan,0,Positivo,,6330
Sat Jan 07 13:54:38 +0000 2017,"RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjP21c2 https://t.co/ag3VCTfCbl",,,São Paulo,Cesar Auth,cesarauth,85,Positivo,,6617
Tue Feb 07 18:28:22 +0000 2017,@PMMG190 - Polícia Militar prende autor de tráfico de drogas em Ouro Preto (MG) https://t.co/liD570MGDe,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,1,Positivo,,7808
Wed Jan 04 20:44:06 +0000 2017,RT @FXS_Finance_PT: BB avisa Justiça que governo de MG não tem recursos em conta judicial #Finanças #Ações https://t.co/ypo9yqDaEr,,,Brasil,Ary ANTI PT,Ary_AntiPT,1,Negativo,,3414
Wed Jan 04 20:43:33 +0000 2017,RT @epocanegocios: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/K6plvNsHyA https://t.co/bl9UV8s6aj,,,,carlos a vieira,carlosvieiradf,10,Negativo,,3129
Thu Jan 26 03:39:24 +0000 2017,Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/Y85aGaZVhI,,,Rio de Janeiro (RJ),jussaralinhares,jussaralinhares,0,Positivo,,7249
Mon Jan 09 22:31:09 +0000 2017,"Morre sociólogo e filósofo Zygmunt Bauman, teórico da 'modernidade líquida' - Estado de Minas https://t.co/VSXnjC012z",,,,Lenilda Miranda,nilda_ap,0,Neutro,,1800
Sat Jan 07 17:49:55 +0000 2017,estoy ignorando todo programa donde haya estado seokjin donde se hace el capo con las minas xq si los llego a ver me revienta la vena,,, argentina,den,lovingmyseokjin,7,Neutro,,1110
Wed Feb 01 21:55:00 +0000 2017,"@governomg e Estado da Alemanha firmam acordo de cooperação para o desenvolvimento econômico, social e ambiental.… https://t.co/HhnmovlTkn",,,Belo Horizonte/Minas Gerais,Governo Minas Gerais,governomg,1,Positivo,,5123
Wed Jan 04 20:04:55 +0000 2017,"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",,,"Boca Raton, FL",mc kevinn,Kevin_Aguiiar,141,Negativo,,4452
Fri Jan 06 11:02:14 +0000 2017,#beta #betalab #mg Afiliada da Globo: Apresentador no AM é demitido após criticar governador… https://t.co/hlH8ITxXig,,,,Guilherme # Beta,guilhermecorde,0,Neutro,,31
Fri Feb 10 19:38:12 +0000 2017,Governo de Minas entrega 401 veículos para o transporte de alunos da rede pública de ensino de 308 municípios -… https://t.co/JrBCOLnR1C,,,Ipatinga MG,Diário do Aço,diarioaco,0,Positivo,,5503
Thu Jan 05 13:41:49 +0000 2017,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar.. https://t.co/bugcJ6VIuN,,,,Graça Azeredo,azeredo_mg,1,Neutro,,863
Wed Jan 04 22:39:57 +0000 2017,"RT @fn7k: Pimentel torrou o dinheiro dos depósitos judiciais, como puderam entregar todo esse dinheiro na mão desse corrupto?? https://t.co…",,,RIO DE JANEIRO,MARIA ANA NEVES,MARIAANANEVES,22,Negativo,,3319
Wed Jan 04 13:28:51 +0000 2017,Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/VN62Nm8lqO #TimBeta,,,,Iuri Pohl #TimBeta,iuripohl,0,Positivo,,5456
Sat Feb 11 02:57:04 +0000 2017,"RT @caminhodaescola: @CNHIndustrial entrega 628 ônibus ORE 2 IVECO BUS ao Governo de Minas Gerais

https://t.co/yKPqJIKxZl

https://t.co/h0…",,,BRASIL,Geracao Conectada,geracaoconecta,10,Positivo,,5218
Wed Jan 04 20:08:58 +0000 2017,"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",,,,galo gordo,FredGordo09,141,Negativo,,4455
Wed Jan 04 20:04:32 +0000 2017,"RT @Estadao: Em calamidade financeira, MG compra dois helicópteros https://t.co/VzvU4VQumR https://t.co/iXi3fGq5L7",,,Amsterdã,Mr.Macphisto Returns,MrMacphisto6,245,Negativo,,3179
Fri Jan 06 12:40:08 +0000 2017,"I'm at Cana Verde in Cana Verde, Estado de Minas Gerais https://t.co/zdGhj8Y9Nc",-45.18267153,-21.01925408,Cidade do Galo,Leleo,leleocarnevalli,0,Neutro,,1388
Thu Jan 05 22:30:25 +0000 2017,"RT @Ary_AntiPT: Governo de MG põe em sigilo dados sobre voos de Pimentel https://t.co/5Ov5bzUaGx
ESCARNIO ZERO",,,Web,RadiσRσckPυrσ,RadioRockPuro,16,Negativo,,2673
Sat Jan 07 15:16:09 +0000 2017,"RT @fn7k: Presídio privado em MG nunca teve rebeliões, R$ 1.750 é o custo do preso e à manutenção da cadeia, lá preso trabalha https://t.co…",,,Santa Rosa RS,Aldir Selent,AldirSelent,1,Positivo,,6606
Tue Jan 10 09:59:18 +0000 2017,"RT @UOLNoticias: Desastre ambiental em MG: Empresas pedem mais prazo para pagar R$ 1,2 bi https://t.co/5a6xqLHJZm",,,"Teixeira de Freitas, Brasil",EricSL,ericslima17,8,Neutro,,4510
Wed Jan 04 21:07:49 +0000 2017,RT @maria_lima: Um é pouco. Dinheiro sobrando : Governo de Minas Gerais compra mais dois helicópteros -  https://t.co/zJNM1T4Aez,,,,Renato Bessias,renatogomesoliv,11,Negativo,,3738
Wed Jan 04 23:41:10 +0000 2017,RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,,,,Renato Bessias,renatogomesoliv,35,Negativo,,3452
Fri Feb 03 10:42:37 +0000 2017,Araxá recebe novas doses da vacina contra febre amarela: Novo estoque foi disponibilizado pela Superintendência…… https://t.co/unXrkCFGlR,,,Brasil Natal/RN,Lucas Medeiros �©™,parabolicalucas,0,Positivo,,5897
Wed Jan 04 21:17:16 +0000 2017,"Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois... https://t.co/9RddG4j3U7 by #UOL via @c0nvey",,,,DNE BRASIL,dneoficial,0,Negativo,,745
Fri Jan 27 12:51:15 +0000 2017,Prevenção contra febre amarela é reforçada na zona rural do Sul de MG https://t.co/RTEejzYVYM https://t.co/sFWscjeQ7n,,,Belo Horizonte - Minas Gerais,Marcelo Rezende,Televans,0,Positivo,,5693
Wed Jan 25 18:34:34 +0000 2017,#timbeta #globo Presos por roubo à casa em Juiz de Fora têm histórico de crimes violentos https://t.co/1JKC7vbgMU #OperacaoBetaLab #Sigode…,,,,Hugo TIMBETA,Hugotim1,0,Positivo,,6825
Mon Jan 09 15:16:16 +0000 2017,Dois são detidos ao tentar jogar celulares e drogas em presídio de MG https://t.co/kIYcfitiJ9 https://t.co/PakiaYburz,,,Belo Horizonte - Minas Gerais,Marcelo Rezende,Televans,0,Positivo,,6280
Tue Jan 03 09:06:16 +0000 2017,"Polícia Militar apreende armas e drogas na Região do Barreiro, em Belo Horizonte https://t.co/6AaookZu8Z https://t.co/UFCqg8on1g",,,,Rodrigo Pilatti,pilatti,0,Positivo,,6535
Sat Jan 07 21:10:53 +0000 2017,"RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjP21c2 https://t.co/ag3VCTfCbl",,,"Lagoa, Rio de Janeiro",Flavio AMendonça,mendoncapmdb,85,Positivo,,6677
Sun Jan 08 21:10:39 +0000 2017,RT @mariamcastanha: Quem herdou a maldição foi Minas Gerais. O estado está mais que falido.@RafaelFontana #NãoConfiamosNoSTF https://t.co/O…,,,"Nova Friburgo, Brasil",José Banchi,JoseBanchi1,160,Negativo,,3745
Sat Jan 07 18:31:41 +0000 2017,Pimentel vai buscar filho em festa de réveillon com helicóptero do governo de... https://t.co/khMrIF7CAQ by #Ary_AntiPT via @c0nvey,,,,Fabio Hansen,mostardahansen,0,Negativo,,1989
Tue Jan 31 10:47:01 +0000 2017,"Após roubo, PM apreende moto e duas pistolas em Mata Verde, MG https://t.co/QdmLuu2TQb #valedojequitinhonha",,,Almenara,Daniel Fernandes,radardovaleMG,0,Positivo,,7478
Thu Jan 05 15:53:26 +0000 2017,"RT @deborareis_m: Governo de Minas Gerais gasta R$ 50,8 milhões com helicópteros https://t.co/pSIDVaZoJh via @UOLNoticias @UOL",,,,Dom,Dominiackmiotto,2,Negativo,,3004
Thu Jan 05 15:14:16 +0000 2017,#beta #betalab #mg UOL Confere: Governo Temer distorce dados econômicos em propaganda de 120…… https://t.co/w4dzb3AgfT,,,,Guilherme # Beta,guilhermecorde,0,Neutro,,61
